geometry,icon,id,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity
"{'location': {'lat': 47.4680765, 'lng': -121.8062532}, 'viewport': {'northeast': {'lat': 47.54645135, 'lng': -121.73107215}, 'southwest': {'lat': 47.39746194999999, 'lng': -121.88158875}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png,20bd24ef07119b6f2c67f5f661878cf72202d66f,Rattlesnake Mountain Scenic Area,{},"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105779780622400940764/photos"">Rabeea Zafar</a>'], 'photo_reference': 'CmRaAAAA6dL00gkrgh7yps7GaBfu7xSLAzd1t_shZgj80OZKM0mW93Epvni1R1XWRI7XVQMpX5FGFMo9i9UHvnQIH9ZcM8kIW9CS-XjV-mlU-O7_9VVICzeO020T8xPgbk3OSF9DEhBoLMwe72rItUDcivToHaEtGhQrAeB98kT9R1kt38kwKS3pZQ5CyA', 'width': 1836}]",ChIJmd123gZ9kFQR0g0Hj1Vqg9g,"{'compound_code': 'F59V+6F North Bend, Washington, USA', 'global_code': '84VWF59V+6F'}",4.9,ChIJmd123gZ9kFQR0g0Hj1Vqg9g,GOOGLE,"['park', 'point_of_interest', 'establishment']",108,"15001 443rd Ave SE, North Bend"
"{'location': {'lat': 47.6337698, 'lng': -122.3158282}, 'viewport': {'northeast': {'lat': 47.63508842989272, 'lng': -122.3145336201073}, 'southwest': {'lat': 47.63238877010728, 'lng': -122.3172332798928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,c6bf74b888877ccb8119ab48001484eb47a3e3bb,Brandon Lee and Bruce Lee's Grave Site,{'open_now': True},"[{'height': 375, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109822634334793070026/photos"">Fayre Mangoine</a>'], 'photo_reference': 'CmRaAAAA7pCGfjJlVwHBbe3L9DmlleGxsfpLODQ9_UDRUb0txMm0hffjRKTBJog0bxhXxAjwwpYZtiqbrZiqApmEEPzn0xlyQR_DElNaw5BHYSE5S8Rzltw_fW3rmmaYN_FeNrw9EhCCm3nFmor9Mn8IN9vwSoBTGhQQnkz-veHXWL5-nWSRNk8SF76oRQ', 'width': 250}]",ChIJm5UR7NgUkFQRUyxBOIs0bKw,"{'compound_code': 'JMMM+GM Seattle, Washington, USA', 'global_code': '84VVJMMM+GM'}",4.8,ChIJm5UR7NgUkFQRUyxBOIs0bKw,GOOGLE,"['point_of_interest', 'establishment']",661,"1554 15th Ave E, Seattle"
"{'location': {'lat': 47.6084252, 'lng': -122.3403651}, 'viewport': {'northeast': {'lat': 47.60977087989272, 'lng': -122.3390249201072}, 'southwest': {'lat': 47.60707122010728, 'lng': -122.3417245798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,efb0e786c85e500a2ead95a33c2bd326a8ac4f62,Gum Wall,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100732449224699482080/photos"">Chris Godfrey</a>'], 'photo_reference': 'CmRaAAAARP9b3P9qyZNEpoQB1ndfehk1M5vAJl5z2zQAe92ET9fiJ-v27lub0WilHgkrABtZ1GOT91GjI9Jki9JgdqOkdp1ugzajt7J0296b3QdjSgpb-GmNQ4ilYA1CcEwZoLi5EhBd79z8XhYRJmvwglBCsG2RGhQLVv-ujvoDAsXpgTqcOhRHwXxbww', 'width': 4032}]",ChIJaYxSWbJqkFQRIx56JsKqNCA,"{'compound_code': 'JM55+9V Seattle, Washington, USA', 'global_code': '84VVJM55+9V'}",4.2,ChIJaYxSWbJqkFQRIx56JsKqNCA,GOOGLE,"['point_of_interest', 'establishment']",3689,"1428 Post Alley, Seattle"
"{'location': {'lat': 47.192392, 'lng': -122.4707817}, 'viewport': {'northeast': {'lat': 47.19374357989273, 'lng': -122.4695975701073}, 'southwest': {'lat': 47.19104392010728, 'lng': -122.4722972298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png,720bb44246918980f0c1946277fede7432d82f6a,charles harlan's nature photos,,"[{'height': 675, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109143650007027680353/photos"">charles harlan&#39;s nature photos</a>'], 'photo_reference': 'CmRaAAAADF_qfqcNUhwUS5oWLfTvITEEC7KFhb8wABcIVzAIfz7jmfhyGGMs1T1KTxYDmuufW_CQ7iBrNfIEk7OBk-HDKNB-W_QFw9yLvxP1-mtmh2MIy20iumyAUBp2Bl8YXUr3EhAzusZkc9Q50FjMXoiwF3grGhRSpUO5eiGIu0dLbSVDiyFOdmsJkg', 'width': 900}]",ChIJJTvP2DgAkVQRyMLayW6oJq8,"{'compound_code': '5GRH+XM Tacoma, Washington, USA', 'global_code': '84VV5GRH+XM'}",3.5,ChIJJTvP2DgAkVQRyMLayW6oJq8,GOOGLE,"['park', 'point_of_interest', 'establishment']",2,"7037 S Fife St, Tacoma"
"{'location': {'lat': 47.60459969999999, 'lng': -122.3380193}, 'viewport': {'northeast': {'lat': 47.60607287989272, 'lng': -122.3367808201073}, 'southwest': {'lat': 47.60337322010728, 'lng': -122.3394804798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,de4afc704ffe6edc990ee7ed3727030377c0bf96,Seattle by Segway,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108300666170998151615/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAVswxl8hw785PG3XRJeGDwW4P-R4CLc6toRIQnhptIwlmOh7MAmMvQtwesBAJhxBmqgaAjR0g9TBOFu3Y48tkxOccb_1ic3H0BbFQv6UKyGRlQguGfdpQql1x5FLb6ig1EhDBnM0iaYy0YZDGVBt8EfhuGhS1tYCHARHgRg4D2gb-339b4kHzJQ', 'width': 3024}]",ChIJWXXlE6VqkFQRf3b0Y4vTwyY,"{'compound_code': 'JM36+RQ Seattle, Washington, USA', 'global_code': '84VVJM36+RQ'}",4.6,ChIJWXXlE6VqkFQRf3b0Y4vTwyY,GOOGLE,"['travel_agency', 'point_of_interest', 'establishment']",50,"55 Spring St #107, Seattle"
"{'location': {'lat': 47.31151879999999, 'lng': -122.2447233}, 'viewport': {'northeast': {'lat': 47.31317584999999, 'lng': -122.2424454}, 'southwest': {'lat': 47.30654765, 'lng': -122.2464878}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png,dac43211a5d3a0a7ad6e72dcaab8ce4f1bc3c7f4,Auburn Environmental Park,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112496141302470031003/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAOMXqJtOG_8Ma71DMbDZ97gXDdyB6NtjKY1TptLX4SfCUS2Nw_tZ3ExZ1Mm37wuQBbu-NHBbnbMS9r3C6qpfMaoTjJxXKoSt4QKWaDbYVU8ZqDjfyzHrTHdWFpuZCmC_pEhA1MmsVphjJrjx496svZU_jGhRN3jII8wndv5NLdJiBS17bDrZImQ', 'width': 4032}]",ChIJCzg5RmpYkFQRHj1qpp7TGoQ,"{'compound_code': '8Q64+J4 Auburn, Washington, USA', 'global_code': '84VV8Q64+J4'}",4.2,ChIJCzg5RmpYkFQRHj1qpp7TGoQ,GOOGLE,"['park', 'point_of_interest', 'establishment']",136,Auburn
"{'location': {'lat': 47.543294, 'lng': -121.8381526}, 'viewport': {'northeast': {'lat': 47.54473707989273, 'lng': -121.8362844701073}, 'southwest': {'lat': 47.54203742010728, 'lng': -121.8389841298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,92d0eb65c777cbd722df9d0a971ee1aa0b532880,Snoqualmie Falls UPPER Observation Deck,{'open_now': True},"[{'height': 3516, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115647458064570260819/photos"">Dmytro Grytskanyuk</a>'], 'photo_reference': 'CmRaAAAA6LiWgO9MHyn4R97E0TTlV8OGq6IxPe5umi51S7DUFDH_9MdvGFAsrbGs1P_R1Qo3mxXpsmjugEc4osINUYwljmrGeh3qxadnlt69i_97d7vpacZYe6HIdAYSywy-NVW5EhABBpApasYVfTJq9xEXMh2fGhRsE9qPo0uADdLJAtTiIhdDTeGMzQ', 'width': 7604}]",ChIJ9bMJyNN7kFQRbN31j8NZodw,"{'compound_code': 'G5V6+8P Snoqualmie, Washington, USA', 'global_code': '84VWG5V6+8P'}",4.7,ChIJ9bMJyNN7kFQRbN31j8NZodw,GOOGLE,"['point_of_interest', 'establishment']",1324,"37451 SE Fish Hatchery Rd, Fall City"
"{'location': {'lat': 47.1803383, 'lng': -122.2992115}, 'viewport': {'northeast': {'lat': 47.18196847989271, 'lng': -122.2980396201073}, 'southwest': {'lat': 47.17926882010727, 'lng': -122.3007392798928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,dab1200460277623b2f8ae3405c6c344809eb19e,PUYALLUP FAIRGROUNDS TRAIN,{'open_now': True},"[{'height': 550, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105819952225801471670/photos"">Brian 9 crwa train fan</a>'], 'photo_reference': 'CmRaAAAAADU75JetGq0ZPbNgmbR09tOsWzRkbDzqpkeYX-8l_r7S7guHFmHl5IWWO8ARxtYuRXU21Y33Ji3vrEL03hiET92HkUiH2vtvdNyRkQ9kDBLChDs7VMQLAQsIiPF-ZG1dEhD6cscstI4EGKzXg-PBx7WYGhT0Ihbs5PNa_AVO6INWo8UIaOKlog', 'width': 640}]",ChIJC8s2zhv8kFQRF3vMbYWN9XU,"{'compound_code': '5PJ2+48 Puyallup, Washington, USA', 'global_code': '84VV5PJ2+48'}",4.4,ChIJC8s2zhv8kFQRF3vMbYWN9XU,GOOGLE,"['point_of_interest', 'establishment']",1350,"1301 5th Ave SW, Puyallup"
"{'location': {'lat': 47.68609499999999, 'lng': -122.5634877}, 'viewport': {'northeast': {'lat': 47.68743572989272, 'lng': -122.56001595}, 'southwest': {'lat': 47.68473607010728, 'lng': -122.56464495}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,70acd6ef87216de277c65133ce87e4acf9cb6fcb,"TreeXP - A Safe Place for Recreational Tree Climbers - TreeXP offers recreational tree climbing training, demonstration and consulting services, while promoting the sport of tree climbing as a way to improve oneself, both physically and spiritually.",{'open_now': False},"[{'height': 1267, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111063263939468822088/photos"">John TreeXP com</a>'], 'photo_reference': 'CmRaAAAA8kknE-XYFTmJ5x5GlUZTfE5sy3xdgkjJFTkVLuMBYuxJa9LeS533BFnc7QhUHksWxXfg216E01OGkUPMXul-wt2aIBhpBiXiiEywrsSrbKgYdA6_maW8i8XG_b8KzhUzEhByYUeMGve20nHhXTD3q3dfGhQXq04zUUXImBl415udeBwues5cJQ', 'width': 1900}]",ChIJed1LX-48kFQRhagjLljTlYo,"{'compound_code': 'MCPP+CJ Bainbridge Island, Washington, USA', 'global_code': '84VVMCPP+CJ'}",5,ChIJed1LX-48kFQRhagjLljTlYo,GOOGLE,"['park', 'health', 'point_of_interest', 'establishment']",1,"13577 Manzanita Rd NE, Bainbridge Island"
"{'location': {'lat': 47.8626592, 'lng': -122.5143108}, 'viewport': {'northeast': {'lat': 47.86399122989273, 'lng': -122.5129714701073}, 'southwest': {'lat': 47.86129157010728, 'lng': -122.5156711298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,58a71ebfa9f2997b4bd1bfce1d730aefc9c19c50,Eglon Beach,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112950215908905886538/photos"">David Fuller</a>'], 'photo_reference': 'CmRaAAAAowF7dNk_qUK-dWTurpb0sbgXCjdZXfpQ55niM4WjWYZRP-FSuEM7d6FDo7sSdeQQ3HEfdzb44MIjTe3qy-OuOJvHA7K3_2oYdd0ku0i9iaE63qPijiCxGh9Q5qdkH0CREhBPyeM8BO61RfwLCoGdlidgGhT5Dda4yFVVyxqSqhTOn8jkEQekIQ', 'width': 4032}]",ChIJ_Y41mDIckFQRRN-wuC22p84,"{'compound_code': 'VF7P+37 Hansville, Washington, USA', 'global_code': '84VVVF7P+37'}",4.2,ChIJ_Y41mDIckFQRRN-wuC22p84,GOOGLE,"['point_of_interest', 'establishment']",61,"33001 Eglon Rd NE, Kingston"
"{'location': {'lat': 47.4217147, 'lng': -122.432431}, 'viewport': {'northeast': {'lat': 47.42319292989272, 'lng': -122.4315032701073}, 'southwest': {'lat': 47.42049327010727, 'lng': -122.4342029298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,e94dfbe781aa0630d436696f96bec25ddb20bd89,KVI Beach,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106582216330962557045/photos"">Spencer L. Proffit</a>'], 'photo_reference': 'CmRaAAAAmU6TLuFq53HLT23EQ51ztNadQkfy2wWd2F6Xa4REvNdhmCY2n3vT_aDy-p38QceMRsVLVKN5hu7guWwO_itSej75YMQHkvbWYZpdCstAiQ4E97OzTII51X4A4GRiZjwcEhDekSXX2kj9lTun3PkFsdpdGhShOuFmqgtqvCVTo0VPdeu00DbW_A', 'width': 4032}]",ChIJSVf4WPZPkFQRAeQKJRrxZao,"{'compound_code': 'CHC9+M2 Vashon, Washington, USA', 'global_code': '84VVCHC9+M2'}",4.5,ChIJSVf4WPZPkFQRAeQKJRrxZao,GOOGLE,"['point_of_interest', 'establishment']",118,"20336 78th Pl SW, Vashon"
"{'location': {'lat': 47.40801760000001, 'lng': -122.2850542}, 'viewport': {'northeast': {'lat': 47.40937362989272, 'lng': -122.2836844201073}, 'southwest': {'lat': 47.40667397010728, 'lng': -122.2863840798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,0407d114c44fee7a67ae7d06916f446d7e83ca08,Earthwork Robert Morris,{},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113439044419801400776/photos"">Rahul Pandey</a>'], 'photo_reference': 'CmRaAAAAHTXMVoEG2890xYoVmDGNy-E4uO83DZwQ6xl6V--OOUBAnHo6osadbbtwOT6PuJ5cF3jSWUVT9Iv6RFV_vtaXdgwJ2Vr6YvPn0nDCZdlP6UuY9h1RB_EePn6SSdyBNMABEhAZQ-88kltMk45HOhPmkW6iGhQDWNU5Fh7XWPRgCTUChF4kGJgkdA', 'width': 3264}]",ChIJiWEpuJ1bkFQR3zhTY5FKzuM,"{'compound_code': 'CP57+6X SeaTac, Washington, USA', 'global_code': '84VVCP57+6X'}",4.4,ChIJiWEpuJ1bkFQR3zhTY5FKzuM,GOOGLE,"['point_of_interest', 'establishment']",9,"21630 37th Pl S, SeaTac"
"{'location': {'lat': 47.54209789999999, 'lng': -122.4836372}, 'viewport': {'northeast': {'lat': 47.54344772989272, 'lng': -122.4822873701073}, 'southwest': {'lat': 47.54074807010728, 'lng': -122.4849870298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,20f16730f106da1b3a61ead07deec0db3f562e40,Tillicum Village,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106405791392791441683/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAxP_Cq6JYUfq7AQQys8rrTySOWWu9WDdXwZUoVhshRjYX4vgoZpDmYieJ3FOLw31gHyZr-uKsLs8-yBvkFhsF4kPYiiKcjTYEeCr-xcz-U5bt0gHk6gwbqxEo_z5furL9EhDNDRxGpimFFf7iEtwRjYgHGhT7vrlebAbpxuYyjJ_Ynb05wwYGcg', 'width': 4000}]",ChIJI2b1p3JHkFQRhoB1Vni3Dns,"{'compound_code': 'GGR8+RG Vashon, Washington, USA', 'global_code': '84VVGGR8+RG'}",4.5,ChIJI2b1p3JHkFQRhoB1Vni3Dns,GOOGLE,"['point_of_interest', 'establishment']",336,"Blake Island, Port Orchard"
"{'location': {'lat': 47.5451051, 'lng': -122.3216995}, 'viewport': {'northeast': {'lat': 47.54639872989272, 'lng': -122.3199555201073}, 'southwest': {'lat': 47.54369907010727, 'lng': -122.3226551798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,3f1f64896a1da657b7d82325d1047d51ef672b18,Hat & Boots Park (Oxbow Park),{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105058306505506786117/photos"">cassie cole</a>'], 'photo_reference': 'CmRaAAAAxJdv2Z7lKACjskOIsYxCCIJyj6QEy869B0GVfPCvjy8OBpfc3siUMAmDU0A9ERKXZvOL5BilNuswJoJjqvQH_i5mh0w98sMUfIgPmivUfY7jBz8Xsqq-QV2duYaj2jFvEhC6Vchg5gqLkxu53ivb-d8DGhRBC2Imd4QGDGynFovBDVaRE4x4tA', 'width': 4032}]",ChIJOY_2SJNBkFQRIDtOjnGPJ2M,"{'compound_code': 'GMWH+28 Seattle, Washington, USA', 'global_code': '84VVGMWH+28'}",4.4,ChIJOY_2SJNBkFQRIDtOjnGPJ2M,GOOGLE,"['point_of_interest', 'establishment']",74,"6427 Carleton Ave S, Seattle"
"{'location': {'lat': 44.9544871, 'lng': -93.24194709999999}, 'viewport': {'northeast': {'lat': 44.95581252989273, 'lng': -93.24057607010728}, 'southwest': {'lat': 44.95311287010728, 'lng': -93.24327572989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,15fc0b88e8eaa1d047ca30c197c26e563c46a239,Martin Olav Sabo Bridge,{'open_now': True},"[{'height': 2867, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102974702234364197370/photos"">Carl Lundstrom</a>'], 'photo_reference': 'CmRaAAAAqk_Qv5mC-CGYidtJ4lW4ih93ZFjnNBaZLM1R6WRdk7nwV9vhtD5nyrAzxU-17JKw_1We2fI8ado_EZeCh0oQnUBZbS2APc4xUN46rDiWwCUACNpFBZNwxZQbWP7976RiEhDE2NDRm6sgVnMsUKhWbhVNGhSU3uYDU2m6-IEJ9-b2Q0LPykuNlA', 'width': 5098}]",ChIJKc5CNksts1IRsDcmcJnTSog,"{'compound_code': 'XQ35+Q6 Minneapolis, Minnesota, USA', 'global_code': '86P8XQ35+Q6'}",4.9,ChIJKc5CNksts1IRsDcmcJnTSog,GOOGLE,"['point_of_interest', 'establishment']",42,"Martin Olav Sabo Bridge, Minneapolis"
"{'location': {'lat': 44.932624, 'lng': -93.3417642}, 'viewport': {'northeast': {'lat': 44.93401612989272, 'lng': -93.34044047010728}, 'southwest': {'lat': 44.93131647010728, 'lng': -93.34314012989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,e13a280fcff8fc723e94a7e1f8e00ae127ba2a2d,Lorax statue,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102574983441243209750/photos"">fafinney@aol.com</a>'], 'photo_reference': 'CmRaAAAAw5YOTuOTRhSBLlIeqsu5_BQb61wwewmXnmpXuA5YJB3_DgluOghCDGSjwx1HQcvtbIwfc5fCOQ9WfTwYcNGBKcoMxYgV7fl9lG6n0U2Cq81T9UD6XrHWjTpnAISaclv_EhBJe_6eR-WxSIm8O5rCczuXGhT-LoXvUI-q39U3YH-cuH4VEAsJvQ', 'width': 3024}]",ChIJlQlQh7Ug9ocRuEHqIGKWx5E,"{'compound_code': 'WMM5+27 St Louis Park, Minnesota, USA', 'global_code': '86P8WMM5+27'}",5,ChIJlQlQh7Ug9ocRuEHqIGKWx5E,GOOGLE,"['point_of_interest', 'establishment']",2,St Louis Park
"{'location': {'lat': 44.8847268, 'lng': -93.2499696}, 'viewport': {'northeast': {'lat': 44.88606852989273, 'lng': -93.24860752010727}, 'southwest': {'lat': 44.88336887010728, 'lng': -93.2513071798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,0994758e6a1ad8e4a8d2e98947834cfda92d6ab3,Paper Airplanes Statue,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102574983441243209750/photos"">fafinney@aol.com</a>'], 'photo_reference': 'CmRaAAAABFI-7CY7eNOKHEG8ncMRMh7N3QViPeCxVzvQ2hFrU5c_zwf3AL7RHKGDcnPptG55x0N4osrABQxkQpmw5Vuoh4x744IuNn8WpGCjFc4-KPibWvShEWvyuKF3_J0YoQAPEhBBLD06S9TnTjcVmxAkmR1ZGhT341pGmj-3zR-Bm9Zjhkf9OjGk_Q', 'width': 3024}]",ChIJI0PGbq4o9ocRe4LlzGuqcJo,"{'compound_code': 'VQM2+V2 Richfield, Minnesota, USA', 'global_code': '86P8VQM2+V2'}",5,ChIJI0PGbq4o9ocRe4LlzGuqcJo,GOOGLE,"['point_of_interest', 'establishment']",1,Richfield
"{'location': {'lat': 44.97881090000001, 'lng': -93.2571825}, 'viewport': {'northeast': {'lat': 44.98002782989273, 'lng': -93.25594407010728}, 'southwest': {'lat': 44.97732817010728, 'lng': -93.25864372989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/museum-71.png,cfca1428845447baefc4dd0c1cb5fe8f0395c125,Mill City Museum,{'open_now': True},"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104758657544408761134/photos"">Milorad Paunovic</a>'], 'photo_reference': 'CmRaAAAABFZiNIvJowzFkwqn2muYlMg8dPKd2aUsJ3NbKTs62GaslfDaq6Tx--eljzMBXA7e2xOvuhj6rdPHc-qN3e5IZKztvC963wHu0qXNKmNcr1mBUdSD52rZCmiJOdmznxjtEhB1Mn-zsImidh8CQiKI9LjVGhRvrJxdTrW08rqp95gWVMyfwbU0AQ', 'width': 4160}]",ChIJ9eTEmWMts1IRMm_h172NYZk,"{'compound_code': 'XPHV+G4 Minneapolis, Minnesota, USA', 'global_code': '86P8XPHV+G4'}",4.6,ChIJ9eTEmWMts1IRMm_h172NYZk,GOOGLE,"['museum', 'point_of_interest', 'establishment']",1261,"704 S 2nd St, Minneapolis"
"{'location': {'lat': 44.9170643, 'lng': -93.30049570000001}, 'viewport': {'northeast': {'lat': 44.91834547989272, 'lng': -93.29905992010728}, 'southwest': {'lat': 44.91564582010728, 'lng': -93.30175957989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,5754c54471749086572c35d4808be2bf38219f45,Lake Harriet South Beach,{},"[{'height': 3464, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117794283760405109286/photos"">Edward Mann</a>'], 'photo_reference': 'CmRaAAAADvVZ9_t3jRwc1sUJf5WTB-vheCvg5m9a__6oF3sn-pLcozeuOUCtrgFo7ht3M0SGSwSDcHHbYAIc38nzxzD0JSefenekQQOAySPCa97Udd2HYFgm71vIF_Wwdl-u0d56EhCsoadK9Hp3swOjo_wfIvgBGhS2SLCjDIUIAR_zcj7FWOQ4HIEGVg', 'width': 4618}]",ChIJ19p3WgAn9ocRdOExnW3z5_M,"{'compound_code': 'WM8X+RR Minneapolis, Minnesota, USA', 'global_code': '86P8WM8X+RR'}",4.6,ChIJ19p3WgAn9ocRdOExnW3z5_M,GOOGLE,"['point_of_interest', 'establishment']",267,"4612 E Lake Harriet Pkwy, Minneapolis"
"{'location': {'lat': 44.8558479, 'lng': -93.24098049999999}, 'viewport': {'northeast': {'lat': 44.85725802989272, 'lng': -93.23959087010728}, 'southwest': {'lat': 44.85455837010728, 'lng': -93.24229052989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,b2de884fcad542fd1c049428809cf011ffb45fba,Amazing Mirror Maze,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109839692584126422187/photos"">Casey Sanders</a>'], 'photo_reference': 'CmRaAAAAs_wpoYALzZmJyw99-onP7e_0R1DVUK-tB60PeYk8J1TPf22hiwhdrQWMUjmPSG0OYUcm9ZKDT9uLC_y0lDK6a4LPw5ayfAA2z1ml0rLizW-k3xW7Lggn5_udRrreL8MREhDRnGubY1h3SQ8m_zjVaobdGhS7ZPCe7WwDNskleVrRA40cxFIWXA', 'width': 4032}]",ChIJOU-8e2wv9ocRMlbsuJ2yuVg,"{'compound_code': 'VQ45+8J Bloomington, Fort Snelling Unorganized Territory, MN, USA', 'global_code': '86P8VQ45+8J'}",3.9,ChIJOU-8e2wv9ocRMlbsuJ2yuVg,GOOGLE,"['point_of_interest', 'establishment']",190,"353 N E Ct, Bloomington"
"{'location': {'lat': 44.7681546, 'lng': -93.5919038}, 'viewport': {'northeast': {'lat': 44.76916592989271, 'lng': -93.59019312010727}, 'southwest': {'lat': 44.76646627010727, 'lng': -93.59289277989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,c1ee857ffc7bdd6c603137b1c2d31461ab8f0716,Trail of Terror,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108522248052058376840/photos"">Julie Consoer</a>'], 'photo_reference': 'CmRaAAAA9b5a13jYJH2rkwJBwEKjTT7QaltAhBfhiRf31IpWu3o7IUQXDMRLaPv_7zcMYDMnDorfugBA6xwpkVhWlFKrJ_TZPb4Vu47WHrEJPmvmh8MrB8jkQc_CmWMhkWXzGRYuEhDdQqSDHjA1wmZgKY6_yWp-GhT3s9FCbm6ktmjEIFvZcSvc0IxVaQ', 'width': 3024}]",ChIJv8xmijYO9ocRAddtKjtduFI,"{'compound_code': 'QC95+76 Carver, Minnesota, USA', 'global_code': '86P8QC95+76'}",3,ChIJv8xmijYO9ocRAddtKjtduFI,GOOGLE,"['point_of_interest', 'establishment']",222,"3525 145th St W, Shakopee"
"{'location': {'lat': 44.9768425, 'lng': -93.2724758}, 'viewport': {'northeast': {'lat': 44.97816417989272, 'lng': -93.27105987010728}, 'southwest': {'lat': 44.97546452010727, 'lng': -93.27375952989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,a93d3ac38d10d17ba97dcd8269ac4a48d80c0f22,Mary Tyler Moore Statue,{'open_now': True},"[{'height': 610, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105058398746970423397/photos"">Paul Jahn</a>'], 'photo_reference': 'CmRaAAAAaWWMYzKfZJGUydEWx9UB3NfKgdOO-rK-KbWAqUnldZe5gEXZQZxiqGJfQ4eErc-rJM3aJrxh_zoSzkpAx_GnzSIkTrvIhW8kslX023zfNr-yQymZJZ_Rt0zsP8KJT2asEhB130fdzPW-DrY6O0sBliEvGhRQh3B7utKhurZ-e6Z2pAhzJlU0DQ', 'width': 864}]",ChIJ7aA_ypAys1IRfTpCDQlmKdo,"{'compound_code': 'XPGH+P2 Minneapolis, Minnesota, USA', 'global_code': '86P8XPGH+P2'}",4.4,ChIJ7aA_ypAys1IRfTpCDQlmKdo,GOOGLE,"['point_of_interest', 'establishment']",81,"700 Nicollet Mall, Minneapolis"
